id,paragraph,subject,item,tasktype,translation_type,len_sl_chr,len_tl_chr,len_sl_wrd,len_tl_wrd,edit_time,k_total,k_letter,k_digit,k_white,k_symbol,k_nav,k_erase,k_copy,k_cut,k_paste,k_do,np_300,lp_300,np_1000,lp_1000,ev_time_ms,num_annotations,Language
2br02b-T4-2-ht-51,113,T4,2br02b-T4-251,ht,ht,229,276,43,50,1330.964,290,230,0,52,7,0,1,0,0,0,0,57,1232820,17,1216013,1330964,2,NL
2br02b-T4-2-ht-52,114,T4,2br02b-T4-252,ht,ht,192,210,35,34,146.707,231,181,0,34,8,0,8,0,0,0,0,56,98527,15,77641,146707,2,NL
2br02b-T4-2-ht-53,115,T4,2br02b-T4-253,ht,ht,219,229,43,44,243.791,249,193,0,44,4,0,8,0,0,0,0,61,160517,20,142652,243791,3,NL
2br02b-T4-2-ht-54,116,T4,2br02b-T4-254,ht,ht,60,71,9,11,45.092,71,59,0,10,2,0,0,0,0,0,0,17,30114,4,23820,45092,1,NL
2br02b-T4-2-ht-55,117,T4,2br02b-T4-255,ht,ht,29,33,6,8,25.461,33,25,0,7,1,0,0,0,0,0,0,2,10857,1,10377,25461,1,NL
2br02b-T4-2-ht-56,118,T4,2br02b-T4-256,ht,ht,127,133,27,29,94.124,155,109,3,29,3,0,11,0,0,0,0,41,52833,16,39455,94124,2,NL
2br02b-T4-2-ht-57,119,T4,2br02b-T4-257,ht,ht,71,75,12,13,207.403,138,91,0,13,5,0,29,0,0,0,0,42,172045,16,160794,207403,2,NL
2br02b-T4-2-ht-58,120,T4,2br02b-T4-258,ht,ht,73,70,12,11,138.537,152,100,0,18,6,0,28,0,0,0,0,47,103688,18,90415,138537,2,NL
2br02b-T4-2-ht-59,121,T4,2br02b-T4-259,ht,ht,120,122,22,20,73.423,142,103,0,20,9,0,10,0,0,0,0,24,47305,8,39878,73423,1,NL
2br02b-T4-2-ht-60,122,T4,2br02b-T4-260,ht,ht,101,103,20,18,58.232,107,77,0,18,10,0,2,0,0,0,0,26,36022,8,27742,58232,1,NL
2br02b-T4-2-ht-61,123,T4,2br02b-T4-261,ht,ht,166,165,28,30,284.123,189,127,0,30,12,16,4,0,0,0,0,50,239983,18,226081,284123,2,NL
